@relation segment
@attribute region-centroid-col real
@attribute region-centroid-row real
@attribute region-pixel-count real
@attribute short-line-density-5 real
@attribute short-line-density-2 real
@attribute vedge-mean real
@attribute vegde-sd real
@attribute hedge-mean real
@attribute hedge-sd real
@attribute intensity-mean real
@attribute rawred-mean real
@attribute rawblue-mean real
@attribute rawgreen-mean real
@attribute exred-mean real
@attribute exblue-mean real
@attribute exgreen-mean real
@attribute value-mean real
@attribute saturation-mean real
@attribute hue-mean real
@attribute class {brickface,sky,foliage,cement,window,path,grass}
@data
61,104,9,0.222222,0,1.38889,0.729627,1.44444,0.740741,57.3333,52.7778,68.2222,51,-13.6667,32.6667,-19,68.2222,0.252203,-1.98522,cement
75,90,9,0.111111,0,4.16667,3.00185,2.83333,2.77088,48.2222,41.2222,61.4444,42,-21,39.6667,-18.6667,61.4444,0.327632,-2.13186,cement
112,18,9,0,0,0.833333,0.691216,0.5,0.278888,113.778,102.333,130.111,108.889,-34.3333,49,-14.6667,130.111,0.213257,-2.34084,sky
14,66,9,0,0,1.55556,1.00741,1.5,1.01111,18.6667,18.5556,24,13.4444,-0.333333,16,-15.6667,24,0.437855,-1.56925,brickface
68,103,9,0,0,0.666667,0.577778,1.11111,0.962963,2.14815,0.111111,5.66667,0.666667,-6.11111,10.5556,-4.44444,5.66667,0.987654,-2.18547,foliage
121,107,9,0,0,1.55556,0.874075,13.1667,5.5889,54,49.4444,64.4444,48.1111,-13.6667,31.3333,-17.6667,64.4444,0.252669,-2.00361,cement
89,53,9,0,0,2.11111,1.71852,2.83333,3.01111,27.0741,22.7778,38.3333,20.1111,-12.8889,33.7778,-20.8889,38.3333,0.474773,-1.93748,brickface
45,149,9,0,0,2.5,3.32222,0.666666,0.266666,16.8148,13.4444,23.7778,13.2222,-10.1111,20.8889,-10.7778,23.7778,0.453341,-2.06925,cement
179,162,9,0,0,1.94444,1.30741,14.0556,5.92962,40.2963,34.6667,49.2222,37,-16.8889,26.7778,-9.88889,49.2222,0.289652,-2.3412,path
189,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
90,189,9,0,0,0.888889,0.779363,1.05556,0.827759,12.8889,10.4444,9.44444,18.7778,-7.33333,-10.3333,17.6667,18.7778,0.497095,1.98555,grass
67,61,9,0,0,1.05556,0.507407,0.833333,0.388889,23.7407,22.6667,30.6667,17.8889,-3.22222,20.7778,-17.5556,30.6667,0.415751,-1.70091,brickface
9,80,9,0,0,2.94444,13.7519,16.6667,71.5111,23.6296,17.3333,31.6667,21.8889,-18.8889,24.1111,-5.22222,31.6667,0.514254,-2.43151,foliage
252,71,9,0,0,0.722221,0.329628,1.33333,0.71111,89.1482,72.7778,115.556,79.1111,-49.1111,79.2222,-30.1111,115.556,0.370097,-2.24948,sky
139,113,9,0,0,0.944444,0.975629,0.666667,0.421636,29.3333,24.8889,37,26.1111,-13.3333,23,-9.66667,37,0.327385,-2.19983,window
200,215,9,0,0,1.55556,0.958394,4.72222,2.64505,23.037,17.1111,22.5556,29.4444,-17.7778,-1.44444,19.2222,29.4444,0.420767,2.56105,grass
27,134,9,0,0,1.11111,0.981307,1.61111,1.06284,8.7037,3.66667,15.8889,6.55556,-15.1111,21.5556,-6.44444,15.8889,0.772831,-2.343,foliage
3,106,9,0,0,0.222222,0.172133,0.111111,0.172133,0.555556,0,1.66667,0,-1.66667,3.33333,-1.66667,1.66667,1,-2.0944,foliage
46,154,9,0.111111,0,3.16667,8.21111,1.61111,1.21852,6.37037,9.66667,4.66667,4.77778,9.88889,-5.11111,-4.77778,9.66667,0.561927,-0.00492694,window
59,99,9,0,0,0.777778,0.82963,1,0.355556,2.03704,0.111111,5.55556,0.444444,-5.77778,10.5556,-4.77778,5.55556,0.986111,-2.14974,foliage
102,73,9,0,0,0.388889,0.0629643,1.61111,1.21852,125.519,115.444,140.556,120.556,-30.2222,45.1111,-14.8889,140.556,0.178636,-2.3074,sky
58,109,9,0,0,0.888889,0.251852,2.83333,1.67778,4.2963,1.44444,8.44444,3,-8.55556,12.4444,-3.88889,8.44444,0.864482,-2.28379,foliage
199,100,9,0,0,2.38889,1.44074,2.44444,6.02963,6.07407,2.77778,11.5556,3.88889,-9.88889,16.4444,-6.55556,11.5556,0.773815,-2.22625,foliage
15,189,9,0,0,1.5,0.922221,2,2.88889,32.1111,28.3333,40.3333,27.6667,-11.3333,24.6667,-13.3333,40.3333,0.315363,-2.03798,path
200,13,9,0,0,1.77778,1.85792,0.277778,0.250924,9.2963,6.11111,15.8889,5.88889,-9.55556,19.7778,-10.2222,15.8889,0.632739,-2.07413,window
37,189,9,0,0,1.38889,1.48518,5.72222,23.8852,30,27.1111,36.3333,26.5556,-8.66667,19,-10.3333,36.3333,0.265248,-2.05028,path
90,101,9,0.111111,0,0.888889,0.385185,1.72222,1.88519,20.0741,20.3333,25,14.8889,0.777778,14.7778,-15.5556,25,0.404038,-1.52012,brickface
228,20,9,0,0,1.05555,0.490655,0.833333,0.752773,125,114,140.556,120.444,-33,46.6667,-13.6667,140.556,0.188892,-2.34801,sky
57,117,9,0,0,0.444445,0.207407,0.388889,0.0629629,6.33333,7.66667,7.44444,3.88889,4,3.33333,-7.33333,8,0.510362,-0.983947,brickface
244,193,9,0,0,2.05556,2.22527,3.88889,3.63114,16.1852,13.3333,14.2222,21,-8.55556,-5.88889,14.4444,21,0.378871,2.2221,grass
94,140,9,0,0,0.166667,0.0333333,0.333333,0.0444444,3.03704,1.77778,6.11111,1.22222,-3.77778,9.22222,-5.44444,6.11111,0.797884,-1.98577,window
80,203,9,0,0,1.38889,0.742867,1.94444,1.52631,12.4074,10,9,18.2222,-7.22222,-10.2222,17.4444,18.2222,0.514445,1.98675,grass
103,226,9,0,0,1.72222,1.70741,1.61111,1.75185,13.4815,10.2222,11.8889,18.3333,-9.77778,-4.77778,14.5556,18.3333,0.442456,2.30385,grass
231,160,9,0,0,2.61111,8.24074,13.1667,139.856,40.8889,34.1111,51.7778,36.7778,-20.3333,32.6667,-12.3333,51.7778,0.339618,-2.33584,path
38,103,9,0,0,0.888889,1.05185,1.94444,1.3963,58.1852,53.3333,69.5556,51.6667,-14.5556,34.1111,-19.5556,69.5556,0.257014,-1.99759,cement
53,176,9,0,0,1.94445,0.879815,1.55556,1.99629,50.2963,45.4444,62.1111,43.3333,-14.5556,35.4444,-20.8889,62.1111,0.302421,-1.97757,path
108,144,9,0,0,0.388889,0.151852,0.222222,0.0740741,0.962963,0,2.88889,0,-2.88889,5.77778,-2.88889,2.88889,1,-2.0944,foliage
21,123,9,0,0,0.888888,0.385186,1,0.355555,19.2963,15.6667,26.3333,15.8889,-10.8889,21.1111,-10.2222,26.3333,0.408913,-2.11573,cement
190,105,9,0,0,1.88889,2.2963,2.16667,1.67778,45.7407,41.2222,56.3333,39.6667,-13.5556,31.7778,-18.2222,56.3333,0.295992,-1.99608,cement
4,188,9,0,0,1.55556,0.688531,2.33333,0.760116,15.7407,13.3333,14,19.8889,-7.22222,-5.22222,12.4444,19.8889,0.342408,2.20467,grass
250,37,9,0,0,0.611111,0.240739,1.05555,0.951851,95.9259,80.1111,121.111,86.5556,-47.4444,75.5556,-28.1111,121.111,0.338487,-2.25844,sky
152,18,9,0,0,0.777777,0.455422,0.555557,0.272164,112.111,97.2222,130.444,108.667,-44.6667,55,-10.3333,130.444,0.254668,-2.45498,sky
226,176,9,0,0,3.05555,3.27561,2.38889,2.87067,56.9259,50.4444,71.4444,48.8889,-19.4444,43.5556,-24.1111,71.4444,0.315862,-2.02178,path
58,111,9,0,0,3.22222,3.45185,2.05556,0.951851,19.3333,15.5556,26.2222,16.2222,-11.3333,20.6667,-9.33333,26.2222,0.409226,-2.15372,window
174,75,9,0,0,1.5,0.722648,2.38889,1.08355,41.1111,40.3333,45.6667,37.3333,-2.33333,13.6667,-11.3333,45.6667,0.181732,-1.72228,cement
142,182,9,0,0,2.5,1.1,2.27778,3.61852,34.5185,31.5556,42.2222,29.7778,-8.88889,23.1111,-14.2222,42.2222,0.293208,-1.94304,path
223,141,9,0.111111,0,2.11111,1.80741,0.777778,0.162963,9.85185,6,16.5556,7,-11.5556,20.1111,-8.55556,16.5556,0.640224,-2.19166,window
205,47,9,0,0,1.22222,0.607409,1.55556,0.829628,123.852,114.111,139.778,117.667,-29.2222,47.7778,-18.5556,139.778,0.18354,-2.23989,sky
222,131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
209,249,9,0,0,2.44444,3.62963,2.77778,4.20741,10.5185,7.55556,8.11111,15.8889,-8.88889,-7.22222,16.1111,15.8889,0.533307,2.15678,grass
235,81,9,0,0,1.38889,0.418518,0.777778,0.296296,3.48148,1,7.44444,2,-7.44444,11.8889,-4.44444,7.44444,0.881217,-2.24813,foliage
244,108,9,0,0,6.5,5.10229,1.72222,0.827759,23.7037,20,30.4444,20.6667,-11.1111,20.2222,-9.11111,30.4444,0.365332,-2.15439,window
4,210,9,0,0,4.72222,4.01894,5.72222,2.18497,49.7407,44.2222,62.2222,42.7778,-16.5556,37.4444,-20.8889,62.2222,0.314278,-2.01443,path
166,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
216,15,9,0,0,0.888891,0.340743,1.22223,0.518519,106.519,90.8889,131.111,97.5556,-46.8889,73.7778,-26.8889,131.111,0.306737,-2.26645,sky
206,133,9,0,0,0.0555556,0.136083,0.0555556,0.136083,0.37037,0,1.11111,0,-1.11111,2.22222,-1.11111,1.11111,1,-2.0944,window
149,117,9,0.222222,0,0.833333,0.255556,1,0.444445,21.2222,21.1111,26.3333,16.2222,-0.333333,15.3333,-15,26.3333,0.382629,-1.57448,brickface
141,62,9,0,0,1.88889,2.11852,3.38889,6.37407,27.3704,23.7778,37.6667,20.6667,-10.7778,30.8889,-20.1111,37.6667,0.450305,-1.88841,brickface
35,107,9,0,0,10.2222,14.9676,9.83333,17.5471,9.51852,7.33333,12.2222,9,-6.55556,8.11111,-1.55556,12.2222,0.674956,-2.49296,foliage
115,75,9,0,0,0.944445,0.774077,1.05556,0.596296,126.074,115.889,141.222,121.111,-30.5556,45.4444,-14.8889,141.222,0.179353,-2.3098,sky
78,69,9,0,0,1.5,1.14444,1.61111,1.44074,24.3333,22,32.5556,18.4444,-7,24.6667,-17.6667,32.5556,0.431547,-1.8112,brickface
6,54,9,0,0,0.611109,0.107408,0.944444,0.551855,116.778,109.111,132.444,108.778,-23,47,-24,132.444,0.181149,-2.07915,sky
83,198,9,0,0,2.38889,1.49691,4.83333,3.00925,59.7778,53.1111,74,52.2222,-20,42.6667,-22.6667,74,0.296314,-2.05057,path
83,83,9,0.111111,0,0.777779,0.785184,1.66667,3.11111,49.8519,46,59.5556,44,-11.5556,29.1111,-17.5556,59.5556,0.260605,-1.95852,cement
132,182,9,0,0,0.888889,0.655462,2.11111,1.77221,43.5185,40.2222,52.5556,37.7778,-9.88889,27.1111,-17.2222,52.5556,0.280764,-1.91735,path
96,123,9,0,0,1.27778,0.151852,1.83333,2.07778,21.6296,14.7778,34.2222,15.8889,-20.5556,37.7778,-17.2222,34.2222,0.559546,-2.14976,cement
167,135,9,0,0,0.611111,0.107407,0.611111,0.151852,31.1852,24,43.1111,26.4444,-21.5556,35.7778,-14.2222,43.1111,0.443136,-2.2278,window
115,111,9,0,0,0.555556,0.403687,1.94444,1.04172,18.037,9.66667,30.1111,14.3333,-25.1111,36.2222,-11.1111,30.1111,0.679513,-2.33332,foliage
237,191,9,0,0,1,0.311111,1.5,1.01111,7.33333,5.33333,5.44444,11.2222,-6,-5.66667,11.6667,11.2222,0.53582,2.12242,grass
197,121,9,0,0,21.6667,17.3628,0.944444,0.904721,41.037,37.4444,49.4444,36.2222,-10.7778,25.2222,-14.4444,49.4444,0.280578,-1.99554,cement
198,127,9,0,0,2.44444,4.38519,8.55556,59.5408,40.7407,38,48.2222,36,-8.22222,22.4444,-14.2222,48.2222,0.248999,-1.90835,cement
185,85,9,0,0,9.27778,81.4852,2.83333,9.1889,49.1481,45,59.5556,42.8889,-12.4444,31.2222,-18.7778,59.5556,0.278726,-1.95422,cement
68,107,9,0.111111,0,1.11111,3.14074,1.11111,2.56296,1.77778,0.222222,4.55556,0.555556,-4.66667,8.33333,-3.66667,4.55556,0.981482,-2.14653,foliage
59,116,9,0,0,3,2.81267,0.777778,0.45542,21.963,17.8889,29.5556,18.4444,-12.2222,22.7778,-10.5556,29.5556,0.395663,-2.14478,window
242,57,9,0,0.111111,2.44444,2.35388,9.27778,2.76017,15.3704,11.3333,20.8889,13.8889,-12.1111,16.5556,-4.44444,20.8889,0.466308,-2.37061,window
9,171,9,0,0,1.5,1.00554,2.77778,1.64204,45.9259,41,57.2222,39.5556,-14.7778,33.8889,-19.1111,57.2222,0.307943,-2.01072,path
217,122,9,0,0,0.333333,0.133333,0.5,0.3,6,7.22222,7.33333,3.44444,3.66667,4,-7.66667,7.66667,0.551808,-1.05144,brickface
85,101,9,0,0,1.33333,1.28889,1.27778,1.21852,21.2963,21.2222,26.7778,15.8889,-0.222222,16.4444,-16.2222,26.7778,0.404792,-1.5586,brickface
199,25,9,0,0,1,0.84444,1.27778,0.774075,103.63,89.1111,126.889,94.8889,-43.5556,69.7778,-26.2222,126.889,0.297528,-2.2521,sky
198,185,9,0,0,1.33333,1.22927,2.5,1.65664,50.2222,45.4444,61.3333,43.8889,-14.3333,33.3333,-19,61.3333,0.285554,-2.00718,path
14,136,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,foliage
33,108,9,0,0,2.94444,4.5963,6.83333,16.8333,40,36,48.2222,35.7778,-12,24.6667,-12.6667,48.2222,0.266758,-2.08047,cement
202,63,9,0,0,0.388889,0.327731,0.444445,0.272166,6.07407,4,10.5556,3.66667,-6.22222,13.4444,-7.22222,10.5556,0.653535,-2.04457,window
7,48,9,0,0,0.611111,0.107407,1.33333,0.355557,115.778,107.444,132.444,107.444,-25,50,-25,132.444,0.197114,-2.09056,sky
44,20,9,0,0,0.611111,0.0629633,1.44444,0.562963,113.852,102.667,132.333,106.556,-33.5556,55.4444,-21.8889,132.333,0.224139,-2.23183,sky
242,148,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
185,118,9,0,0,14.4444,182.296,1.16667,1.05555,55.0741,50.1111,66.3333,48.7778,-14.8889,33.7778,-18.8889,66.3333,0.265558,-2.00712,cement
103,125,9,0,0,0.944445,0.827759,0.833333,0.691215,1.77778,0.444444,3.88889,1,-4,6.33333,-2.33333,3.88889,0.923809,-2.23756,foliage
167,57,9,0,0,0.944447,0.374073,0.77778,0.696297,98.5926,84,121.556,90.2222,-43.7778,68.8889,-25.1111,121.556,0.308813,-2.2644,sky
142,208,9,0,0,1.94444,2.64074,2.5,1.32222,18.5556,15.4444,14.8889,25.3333,-9.33333,-11,20.3333,25.3333,0.440895,2.10221,grass
134,29,9,0,0,0.777777,0.403687,0.444443,0.403686,112.074,98.5556,130.556,107.111,-40.5556,55.4444,-14.8889,130.556,0.245093,-2.37321,sky
54,91,9,0,0,1.44444,1.54074,0.833333,0.255556,3.25926,0.555556,8,1.22222,-8.11111,14.2222,-6.11111,8,0.944811,-2.18672,foliage
29,18,9,0.222222,0,0.777777,0.807372,1.72222,1.28956,68.2963,59,86.1111,59.7778,-27.8889,53.4444,-25.5556,86.1111,0.317156,-2.12364,cement
236,42,9,0,0,0.722224,0.462963,1.38889,1.44075,135.296,128.111,146.444,131.333,-21.5556,33.4444,-11.8889,146.444,0.125137,-2.28222,sky
225,181,9,0,0,1.16667,0.862812,1.83333,1.32916,55.3333,49,68.7778,48.2222,-19,40.3333,-21.3333,68.7778,0.300006,-2.05319,path
155,27,9,0,0,1.05556,0.240737,1.44445,0.25185,137.519,132.556,146.556,133.444,-14.8889,27.1111,-12.2222,146.556,0.0984723,-2.14672,sky
30,251,9,0,0,2.44444,1.88169,8,1.60554,20.6667,21.4444,17.7778,22.7778,2.33333,-8.66667,6.33333,22.7778,0.231417,1.28706,grass
202,193,9,0,0,1.11111,0.750308,3.38889,2.48924,41.7037,37.8889,50.6667,36.5556,-11.4444,26.8889,-15.4444,50.6667,0.278387,-1.993,path
152,18,9,0,0,0.777777,0.455422,0.555557,0.272164,112.111,97.2222,130.444,108.667,-44.6667,55,-10.3333,130.444,0.254668,-2.45498,sky
205,194,9,0,0,1.61111,1.20031,5.38889,3.04351,41.2963,37.1111,50.4444,36.3333,-12.5556,27.4444,-14.8889,50.4444,0.28056,-2.03757,path
168,13,9,0.111111,0,1.33333,0.444445,1.33333,0.400002,130.407,119.667,145.444,126.111,-32.2222,45.1111,-12.8889,145.444,0.177191,-2.35524,sky
18,66,9,0,0,8.66667,9.08968,10.9444,5.28905,39.8889,32.3333,49.5556,37.7778,-22.6667,29,-6.33333,49.5556,0.350169,-2.43063,foliage
203,83,9,0,0,0.388889,0.136083,0.222222,0.403687,17.0741,12.8889,24.8889,13.4444,-12.5556,23.4444,-10.8889,24.8889,0.481852,-2.14376,window
171,15,9,0,0,0.666668,0.557772,0.666668,0.699205,113.741,100.111,132,109.111,-40.8889,54.7778,-13.8889,132,0.241576,-2.38903,sky
249,154,9,0,0.111111,4.22222,18.163,1.72222,3.17407,4.2963,2.55556,7.66667,2.66667,-5.22222,10.1111,-4.88889,7.66667,0.815344,-2.09581,window
181,27,9,0,0,0.722221,0.462964,0.5,0.255555,138.074,132.556,146.556,135.111,-16.5556,25.4444,-8.88889,146.556,0.0962632,-2.26453,sky
81,122,9,0,0.111111,7.38889,64.9519,4.83333,42.2556,6.62963,3.33333,11.3333,5.22222,-9.88889,14.1111,-4.22222,11.3333,0.809331,-2.34902,foliage
174,181,9,0,0,3.27778,3.15113,4.16667,2.78688,59.0741,52.3333,74.2222,50.6667,-20.2222,45.4444,-25.2222,74.2222,0.317345,-2.02086,path
95,57,9,0,0,1.83333,3.41111,2.11111,1.71852,26.2963,24.6667,34.4444,19.7778,-4.88889,24.4444,-19.5556,34.4444,0.425691,-1.73902,brickface
18,145,9,0,0,0.388889,0.0185185,0.611111,0.374074,3.92593,5.55556,4,2.22222,4.88889,0.222222,-5.11111,5.55556,0.600529,-0.57094,brickface
2,44,9,0,0,2.16667,2.38889,2.38889,1.52963,18.7407,17.3333,25.2222,13.6667,-4.22222,19.4444,-15.2222,25.2222,0.457681,-1.75373,brickface
37,78,9,0,0,1,0.177777,2.55556,2.87407,43.8148,41.1111,51.8889,38.4444,-8.11111,24.2222,-16.1111,51.8889,0.258916,-1.88607,cement
113,128,9,0,0,0.222222,0.0740741,0.388889,0.151852,0.740741,0,2.22222,0,-2.22222,4.44444,-2.22222,2.22222,1,-2.0944,foliage
27,57,9,0.111111,0,0.722223,0.327728,0.722223,0.389679,70.3704,60,90.1111,61,-31.1111,59.2222,-28.1111,90.1111,0.335387,-2.1288,cement
25,91,9,0,0,1.61111,4.37407,1.38889,0.996296,3.88889,0.888889,8.11111,2.66667,-9,12.6667,-3.66667,8.11111,0.911448,-2.35458,foliage
120,108,9,0.111111,0,0.611111,0.640741,0.944444,0.151852,21.9259,21,28.2222,16.5556,-2.77778,18.8889,-16.1111,28.2222,0.412134,-1.68353,brickface
243,41,9,0,0,1,0.355559,0.277779,0.151852,135.222,128.444,145.889,131.333,-20.3333,32,-11.6667,145.889,0.119532,-2.27023,sky
64,74,9,0,0,1.33333,0.577777,1.38889,0.907407,21.1481,21,26.8889,15.5556,-0.444444,17.2222,-16.7778,26.8889,0.419204,-1.55423,brickface
59,120,9,0,0,2.16667,1.98606,1.44444,1.86984,19.0741,10.5556,33.1111,13.5556,-25.5556,42.1111,-16.5556,33.1111,0.681266,-2.23126,foliage
115,81,9,0,0,0.722224,0.646932,0.722224,0.389683,105.926,91.8889,124.889,101,-42.1111,56.8889,-14.7778,124.889,0.26422,-2.38226,sky
58,125,9,0,0,2.16667,1.11056,1.05556,0.90472,18.5556,11.1111,30.6667,13.8889,-22.3333,36.3333,-14,30.6667,0.638455,-2.24196,foliage
97,186,9,0,0,1.16667,0.691215,1.16667,1.00554,15.5926,13.8889,11.7778,21.1111,-5.11111,-11.4444,16.5556,21.1111,0.442661,1.86365,grass
185,102,9,0,0,11.0556,73.7074,0.444445,0.207407,56.7778,51.1111,69.1111,50.1111,-17,37,-20,69.1111,0.274353,-2.03405,cement
52,33,9,0,0,13.8889,13.0242,0.277778,0.250925,35.8148,31.3333,45.5556,30.5556,-13.4444,29.2222,-15.7778,45.5556,0.33727,-2.03043,cement
152,155,9,0,0,0.5,0.611111,10.7778,131.807,7.2963,5.33333,11,5.55556,-5.88889,11.1111,-5.22222,11,0.5,-2.11557,window
34,137,9,0,0,0.5,0.166667,1.11111,0.474074,5.85185,7.77778,6.44444,3.33333,5.77778,1.77778,-7.55556,7.77778,0.573633,-0.744272,brickface
209,11,9,0,0,0.833333,0.255559,2.16667,3.85555,141.556,135.111,150.111,139.444,-19.3333,25.6667,-6.33333,150.111,0.0998358,-2.40159,sky
2,171,9,0,0,1.94444,1.21868,3.66667,3.12694,45.7778,41,56.3333,40,-14.3333,31.6667,-17.3333,56.3333,0.287983,-2.03293,path
121,60,9,0,0,2.27778,2.32963,2.88889,2.87407,26.7407,24.6667,35.2222,20.3333,-6.22222,25.4444,-19.2222,35.2222,0.4223,-1.77611,brickface
231,13,9,0,0,1.27778,0.574135,1,1.05409,118.667,106.556,135.778,113.667,-36.3333,51.3333,-15,135.778,0.215088,-2.3519,sky
158,186,9,0,0,0.888889,0.340741,1.5,1.81111,12.0741,9.33333,10.7778,16.1111,-8.22222,-3.88889,12.1111,16.1111,0.428864,2.31952,grass
83,117,9,0,0,1.83333,1.3784,0.722222,0.490653,17.1111,14.5556,23,13.7778,-7.66667,17.6667,-10,23,0.402203,-2.00514,window
10,207,9,0,0,2.61111,1.30668,3.11111,3.00863,52.1111,46,64.8889,45.4444,-18.3333,38.3333,-20,64.8889,0.299285,-2.06335,path
250,176,9,0,0.111111,1.61111,1.06284,3.44444,1.69531,53.6667,47.1111,67.6667,46.2222,-19.6667,42,-22.3333,67.6667,0.318137,-2.05226,path
127,143,9,0,0,1.5,0.122222,0.888889,0.607407,4.18518,0.888889,9.44444,2.22222,-9.88889,15.7778,-5.88889,9.44444,0.915376,-2.25741,foliage
230,124,9,0,0,0.277778,0.107407,0.277778,0.151852,0.666667,0,2,0,-2,4,-2,2,1,-2.0944,foliage
166,135,9,0,0,0.444444,0.272166,0.222222,0.403687,1.40741,0.777778,3.33333,0.111111,-1.88889,5.77778,-3.88889,3.33333,0.972222,-1.88072,window
139,109,9,0,0,0.888889,0.834444,0.277778,0.389682,29.4074,24.7778,37.1111,26.3333,-13.8889,23.1111,-9.22222,37.1111,0.331954,-2.22616,window
90,134,9,0,0,0.388889,0.0185185,0.944444,0.151852,2.11111,1,4.66667,0.666667,-3.33333,7.66667,-4.33333,4.66667,0.881481,-2.01314,window
154,249,9,0,0,3.5,2.30699,4.55556,3.53815,18,14.6667,15.6667,23.6667,-10,-7,17,23.6667,0.398397,2.215,grass
42,203,9,0,0,0.944445,0.64693,6.05556,2.46231,54.5185,48.6667,67.1111,47.7778,-17.5556,37.7778,-20.2222,67.1111,0.289793,-2.04654,path
108,111,9,0,0,0.555555,0.162963,2.55556,0.385187,3.81481,4.11111,5.55556,1.77778,0.888889,5.22222,-6.11111,5.55556,0.715608,-1.43724,brickface
207,97,9,0,0,0.888889,0.651852,0.777778,0.474074,2.62963,0.555556,5.88889,1.44444,-6.22222,9.77778,-3.55556,5.88889,0.915344,-2.26902,foliage
234,177,9,0,0,1.11111,0.474073,0.888889,0.562963,16.2593,12.5556,15.4444,20.7778,-11.1111,-2.44444,13.5556,20.7778,0.396399,2.46212,grass
166,154,9,0,0,0.111111,0.0296296,0.444444,0.0740741,0.703704,0.222222,1.88889,0,-1.44444,3.55556,-2.11111,1.88889,1,-2.01751,window
245,110,9,0,0,4.88889,3.44265,1.77778,1.80944,34.1111,29.1111,44.4444,28.7778,-15,31,-16,44.4444,0.353548,-2.06865,cement
80,116,9,0,0,1.5,1.63333,1.55556,0.874074,21.7037,21.2222,27.5556,16.3333,-1.44444,17.5556,-16.1111,27.5556,0.407364,-1.63224,brickface
110,92,9,0.111111,0,1.88889,4.02963,2.27778,3.52963,7.44444,3.22222,12.6667,6.44444,-12.6667,15.6667,-3,12.6667,0.759012,-2.45218,foliage
78,30,9,0,0,0.666667,0.666666,0.944444,0.772201,112.963,99.3333,131.111,108.444,-40.8889,54.4444,-13.5556,131.111,0.242337,-2.39506,sky
18,138,9,0,0,0.888889,0.562963,0.833333,0.3,5.74074,7.33333,6.55556,3.33333,4.77778,2.44444,-7.22222,7.33333,0.543871,-0.862108,brickface
63,220,9,0,0,3.05556,15.263,3.66667,6.08889,8.18519,6.55556,6.44444,11.5556,-4.88889,-5.22222,10.1111,11.5556,0.486717,2.09315,grass
68,122,9,0,0,2.77778,2.02941,1.55556,1.99629,20.1481,14.2222,31.1111,15.1111,-17.7778,32.8889,-15.1111,31.1111,0.54583,-2.06017,foliage
19,55,9,0,0,1.44444,2.82963,1.27778,0.862964,21.037,20.5556,26.6667,15.8889,-1.44444,16.8889,-15.4444,26.6667,0.404791,-1.63442,brickface
182,134,9,0,0,0.611111,0.240741,0.722222,0.062963,5.88889,7.66667,6.66667,3.33333,5.33333,2.33333,-7.66667,7.88889,0.577601,-0.806042,brickface
189,48,9,0,0,0.722222,0.389682,4.66667,4.30504,42.0741,38.7778,49.8889,37.5556,-9.88889,23.4444,-13.5556,49.8889,0.245241,-2.00326,cement
159,105,9,0,0,0.555556,0.501849,4,1.82574,26.7407,22.5556,34,23.6667,-12.5556,21.7778,-9.22222,34,0.337494,-2.19241,window
59,141,9,0.111111,0,2.38889,1.5408,2.16667,1.27802,12.6667,7.88889,18.5556,11.5556,-14.3333,17.6667,-3.33333,18.5556,0.585775,-2.45157,foliage
240,192,9,0,0,2.38889,0.64693,4.38889,2.3797,45.963,40.5556,58.1111,39.2222,-16.2222,36.4444,-20.2222,58.1111,0.325608,-2.01658,path
160,168,9,0,0,1.5,1.14988,0.666666,0.471404,25.1111,20.8889,23,31.4444,-12.6667,-6.33333,19,31.4444,0.335386,2.30212,grass
121,113,9,0,0,1.72222,1.52963,2.94444,1.52963,20.2593,20,25.4444,15.3333,-0.777778,15.5556,-14.7778,25.4444,0.396589,-1.58561,brickface
219,80,9,0,0,2.05556,2.90147,2.94444,1.08355,14.4815,11.3333,20.3333,11.7778,-9.44444,17.5556,-8.11111,20.3333,0.43286,-2.1389,window
250,131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
89,195,9,0.111111,0,2.72222,1.86687,3.16667,1.8227,61.7407,55.1111,76.5556,53.5556,-19.8889,44.4444,-24.5556,76.5556,0.300235,-2.02094,path
34,115,9,0,0,0.5,0.388889,0.777778,0.607407,6.2963,7.33333,7.88889,3.66667,3.11111,4.77778,-7.88889,8,0.541887,-1.17545,brickface
47,121,9,0,0,0.888889,1.0256,4.88889,3.20878,53.6667,46.8889,66.8889,47.2222,-20.3333,39.6667,-19.3333,66.8889,0.300672,-2.11023,cement
222,145,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,window
101,197,9,0,0,3.55556,7.54074,4.94444,6.41852,21.2593,17.4444,18.7778,27.5556,-11.4444,-7.44444,18.8889,27.5556,0.394886,2.24309,grass
163,43,9,0,0,0.833335,0.433333,0.833335,0.611111,126.481,117.333,140.556,121.556,-27.4444,42.2222,-14.7778,140.556,0.165192,-2.28021,sky
48,79,9,0,0,1.77778,1.85185,1.16667,1.32222,5.40741,1.77778,10.5556,3.88889,-10.8889,15.4444,-4.55556,10.5556,0.842452,-2.3398,foliage
